"sales0","sales1","sales2","sales3","sales4","country","State","CouSub","population","store","store_Type_SupermarketType3","store_Type_GroceryStore","store_Type_SupermarketType1"
646,457,516,861,937,185,48,99999,26604,"1",0,0,1
620,422,510,914,917,55,28,99999,1406,"1",1,0,0
679,548,564,860,942,3,23,46685,790,"0",1,0,0
953,567,711,1187,1329,15,9,61030,4247,"0",0,0,1
1144,732,918,1425,1655,3,9,25990,44654,"1",1,0,0
802,526,630,1182,1420,103,19,99999,130882,"0",0,0,1
586,430,433,730,783,155,13,99999,9538,"0",0,0,1
1107,894,920,1530,1926,199,51,99999,65464,"1",1,0,0
657,491,554,852,900,21,23,65865,1343,"0",0,1,0
993,729,734,1413,1418,1,33,4740,7356,"0",0,0,1
831,636,701,1120,1389,71,37,99999,206086,"1",0,0,1
1180,811,959,1739,2090,33,53,99999,1931249,"1",0,0,1
1144,732,918,1425,1655,13,9,85950,6041,"0",0,0,1
626,487,527,837,1063,55,45,99999,61697,"1",0,1,0
679,548,564,860,942,3,23,27855,3,"0",1,0,0
640,468,540,925,929,39,46,99999,4364,"0",0,0,1
676,496,500,842,908,43,16,99999,13242,"0",0,0,1
993,797,838,1306,1582,570,51,99999,17411,"1",0,0,0
1494,1071,1196,1861,2023,21,25,7665,35744,"1",1,0,0
593,402,468,813,816,167,19,99999,33704,"0",1,0,0
607,409,512,820,823,161,31,99999,5469,"0",0,1,0
646,474,477,805,863,205,13,99999,23498,"0",0,0,1
699,416,517,947,1238,321,48,99999,36702,"1",0,0,0
812,484,600,1011,1303,11,32,99999,1987,"0",0,0,0
658,466,555,877,955,443,48,99999,984,"0",1,0,0
966,641,775,1404,1700,15,50,4375,348,"0",1,0,0
952,580,704,1403,1408,109,6,99999,55365,"0",0,0,1
1156,723,893,1696,1967,5,8,99999,572003,"0",0,0,1
745,480,567,1017,1064,11,48,99999,1901,"1",0,0,1
643,393,492,883,886,59,26,99999,46688,"0",0,0,1
1168,798,910,1455,1561,15,33,12100,4768,"1",0,0,1
1027,663,759,1513,1577,111,8,99999,699,"1",1,0,0
663,528,531,867,975,3,36,99999,48946,"1",0,0,1
634,412,535,865,905,89,20,99999,3077,"0",0,0,1
607,409,449,769,811,93,31,99999,6274,"0",0,0,1
606,448,451,755,877,17,49,99999,5172,"0",0,0,1
792,516,637,1056,1232,13,18,99999,15242,"1",0,0,1
679,548,564,860,942,3,23,43255,1948,"0",0,1,0
643,455,542,850,956,195,48,99999,5613,"0",1,0,0
1494,1071,1196,1861,2023,21,25,67945,26962,"1",0,0,1
634,412,535,855,922,165,20,99999,3307,"0",0,1,0
972,648,729,1185,1493,25,50,60250,5282,"0",0,1,0
581,395,490,757,969,39,47,99999,11757,"1",0,0,1
558,419,449,822,825,57,21,99999,6856,"0",0,0,1
868,529,656,1081,1160,11,42,99999,411442,"0",0,0,1
712,536,565,949,1162,19,22,99999,192768,"1",0,0,1
849,505,628,1085,1382,7,32,99999,48818,"0",0,0,1
643,455,507,948,1139,331,48,99999,24757,"0",0,0,1
1048,662,794,1305,1707,5,33,64580,6014,"0",0,0,1
927,678,732,1199,1461,11,25,16670,5125,"1",0,0,1
1328,936,1017,1663,1953,11,50,25225,1891,"0",0,0,1
715,456,553,1054,1246,17,38,99999,149778,"0",0,0,1
685,408,506,901,1121,51,53,99999,13001,"0",1,0,0
677,469,507,868,1069,21,29,99999,89201,"1",0,0,1
775,498,588,1142,1373,19,41,99999,107667,"0",0,0,1
681,520,572,868,1053,29,23,660,499,"0",0,0,1
709,573,598,946,1134,7,33,74500,0,"0",0,1,0
580,436,489,843,1027,173,21,99999,26499,"0",1,0,0
648,485,505,937,955,13,30,99999,81327,"1",0,0,1
821,615,657,1210,1214,41,41,99999,46034,"1",0,0,0
805,479,646,1008,1076,127,18,99999,164343,"0",0,0,0
634,415,495,876,1056,65,39,99999,32058,"0",0,0,0
646,474,477,908,1039,143,13,99999,28780,"0",0,0,1
601,464,502,810,975,54,72,99999,12680,"1",0,1,0
925,717,780,1283,1550,1,50,9025,3894,"0",0,0,0
774,492,628,1034,1162,173,47,99999,19109,"1",0,0,1
623,439,460,783,833,1,40,99999,22683,"0",0,1,0
601,464,502,810,975,31,72,99999,176762,"1",0,0,1
640,468,534,855,1134,67,46,99999,7343,"1",0,0,1
681,520,572,868,1053,29,23,85290,220,"0",0,0,1
627,425,463,901,1089,9,22,99999,42073,"0",0,0,1
647,475,478,825,865,137,55,99999,24496,"0",0,0,1
625,462,469,854,857,145,29,99999,58114,"1",0,0,1
666,448,562,932,1077,19,23,29185,1491,"1",0,0,0
643,469,542,917,1019,45,30,99999,2072,"0",0,0,1
1107,894,920,1530,1926,53,37,99999,23547,"1",0,0,1
601,464,502,810,975,151,72,99999,37941,"1",0,0,1
904,647,713,1126,1373,21,50,82300,2326,"0",1,0,0
678,457,501,844,906,151,31,99999,14200,"0",0,0,1
593,402,500,874,905,23,19,99999,14867,"0",0,0,1
679,548,564,860,942,3,23,64780,747,"0",0,0,1
604,411,449,890,1070,133,47,99999,22083,"1",0,0,1
1048,662,794,1305,1707,5,33,75700,7230,"0",0,0,1
848,588,666,1116,1133,9,23,14905,141,"0",0,1,0
707,425,523,881,945,81,21,99999,24662,"1",1,0,0
643,383,503,805,925,449,48,99999,32334,"0",0,0,0
623,439,460,914,939,29,40,99999,5925,"0",0,0,1
1156,814,959,1440,1546,101,42,99999,1526006,"1",0,0,1
634,412,484,875,1123,41,20,99999,19754,"0",0,0,1
620,501,523,914,917,135,28,99999,15378,"1",0,1,0
629,462,465,885,972,186,29,99999,18145,"0",0,1,0
599,407,501,750,801,35,47,99999,56053,"0",0,0,1
836,675,705,1059,1291,3,25,21360,1225,"1",0,0,0
657,491,554,852,900,21,23,30095,1521,"0",1,0,0
640,468,486,933,936,59,46,99999,3431,"0",0,0,1
782,618,622,1051,1233,139,37,99999,40661,"0",0,1,0
643,469,523,828,914,79,16,99999,12765,"0",0,0,1
623,412,494,916,950,133,40,99999,25482,"0",0,0,1
904,664,668,1126,1208,198,2,99999,5559,"1",1,0,0
636,499,502,792,850,3,38,99999,11066,"0",0,0,1
1494,1071,1196,1861,2023,21,25,60785,17612,"1",0,0,0
813,597,601,1119,1374,81,1,99999,140247,"0",0,0,1
643,492,495,801,987,79,8,99999,712,"0",0,1,0
679,404,518,916,968,51,39,99999,42698,"1",0,1,0
935,557,719,1140,1270,3,50,55000,375,"0",0,0,1
608,446,449,757,820,69,45,99999,28933,"1",1,0,0
1168,798,910,1455,1561,15,33,64020,10138,"0",1,0,0
607,409,455,756,830,103,31,99999,824,"0",0,0,1
657,491,554,852,900,21,23,8325,1250,"1",0,0,0
935,557,719,1140,1270,3,50,85675,424,"0",0,1,0
657,491,554,852,900,21,23,68140,233,"0",0,0,0
662,535,548,975,1073,25,48,99999,31861,"0",0,0,1
972,648,729,1185,1493,25,50,43375,1078,"0",0,0,0
944,686,773,1176,1407,9,44,51580,26486,"1",0,0,1
1144,732,918,1425,1655,3,9,50440,73206,"1",0,0,1
1074,730,869,1421,1492,5,23,53860,3565,"1",0,0,1
944,686,773,1176,1407,7,44,64220,10329,"1",0,0,1
679,548,564,860,942,3,23,41715,404,"0",1,0,0
611,490,500,770,817,43,1,99999,80406,"1",1,0,0
1316,874,1055,1639,1818,9,9,52070,129779,"1",0,0,1
713,572,601,1051,1054,109,51,99999,33153,"1",1,0,0
640,468,540,943,946,71,46,99999,3031,"0",0,0,1
711,473,526,886,950,121,27,99999,10995,"0",0,0,1
762,616,632,1041,1045,285,13,99999,67044,"0",0,0,1
794,559,670,1081,1150,27,23,26420,719,"0",1,0,0
748,502,584,1101,1141,35,55,99999,98736,"1",0,0,0
917,627,724,1245,1289,31,23,41750,4344,"1",0,0,0
652,527,537,854,972,97,42,99999,94528,"0",0,0,1
710,461,528,884,1032,75,20,99999,2690,"1",0,0,1
634,412,535,934,937,97,20,99999,2553,"0",1,0,0
924,616,739,1154,1314,15,25,82175,1156,"1",0,0,1
850,616,710,1130,1213,165,47,99999,160645,"1",0,0,1
757,450,572,950,1079,125,1,99999,194656,"0",1,0,0
600,406,472,755,873,21,19,99999,20260,"0",1,0,0
671,542,548,879,1085,213,48,99999,78532,"0",0,0,1
818,595,605,1019,1320,3,6,99999,1175,"1",0,0,1
704,501,520,943,1030,159,18,99999,15936,"0",0,0,1
581,369,429,724,782,109,47,99999,26075,"0",0,0,1
593,402,467,739,792,197,19,99999,13229,"0",0,0,1
1019,707,786,1418,1424,3,33,76100,2856,"0",0,1,0
607,409,449,772,921,81,31,99999,9124,"0",0,0,1
983,788,793,1247,1560,23,50,21925,2576,"0",0,0,1
643,455,542,948,951,169,48,99999,6461,"0",0,0,1
1153,788,908,1629,1987,65,6,99999,2189641,"0",0,0,1
643,448,475,801,886,13,26,99999,8860,"1",0,1,0
848,588,666,1116,1133,9,23,57920,1263,"1",0,0,0
1019,707,786,1418,1424,3,33,23620,1465,"0",0,1,0
701,515,518,873,982,25,13,99999,18411,"1",0,0,0
643,469,506,903,1019,71,30,99999,4253,"0",0,0,1
922,743,748,1182,1232,13,23,26805,1152,"0",0,1,0
842,604,677,1049,1148,17,22,99999,254969,"1",0,0,1
666,448,562,932,1077,19,23,44270,687,"1",0,1,0
694,432,514,918,1007,53,18,99999,70061,"0",1,0,0
923,583,720,1360,1578,99,6,99999,514453,"0",1,0,0
807,592,596,1069,1078,131,12,99999,55043,"1",0,0,1
836,675,705,1059,1291,3,25,44385,228,"1",1,0,0
695,548,551,903,929,1,37,99999,151131,"1",0,0,1
921,607,728,1229,1484,113,48,99999,2368139,"1",0,0,0
746,599,627,1015,1019,25,23,73845,640,"0",0,0,1
632,503,506,840,1111,73,37,99999,12197,"0",0,0,0
604,399,458,890,933,103,29,99999,4131,"0",0,0,1
1213,943,965,1523,1693,9,33,36900,2108,"0",0,0,1
623,503,515,918,921,39,40,99999,27469,"0",0,0,1
700,514,517,944,947,187,13,99999,29966,"0",1,0,0
763,544,615,962,1351,23,4,99999,47420,"0",0,1,0
675,545,569,995,1196,143,37,99999,13453,"0",0,0,1
836,649,680,1041,1117,19,24,99999,32618,"0",0,0,1
762,616,637,954,1033,19,50,28075,1122,"0",0,0,1
734,480,543,914,981,5,17,99999,17768,"1",1,0,0
558,410,412,695,746,131,21,99999,11310,"0",0,0,0
1355,1016,1023,1997,2309,57,6,99999,98764,"1",0,1,0
1050,681,834,1421,1723,21,48,99999,74171,"0",0,0,1
627,460,463,830,852,39,22,99999,33984,"1",0,0,1
1064,718,837,1458,1521,15,33,74340,7255,"1",0,1,0
599,461,464,836,891,25,1,99999,25833,"0",0,0,1
1012,676,806,1491,1792,61,6,99999,348432,"1",0,1,0
623,439,460,780,963,3,40,99999,5642,"0",0,0,1
1036,674,823,1290,1411,27,25,2760,16188,"1",0,0,1
775,582,586,998,1036,147,51,99999,23368,"0",0,0,1
812,623,627,1054,1143,43,12,99999,12884,"0",0,0,1
927,678,732,1199,1461,11,25,42285,8437,"1",0,1,0
691,439,532,891,923,29,46,99999,27227,"1",0,0,0
979,594,803,1219,1325,9,9,49950,31862,"1",0,0,1
681,520,572,868,1053,29,23,63940,303,"0",0,0,1
1249,958,1011,1581,1762,9,9,67610,16540,"0",0,0,1
732,507,587,959,1087,161,51,99999,92376,"0",0,0,1
1156,814,959,1440,1546,45,42,99999,558979,"1",0,0,1
679,548,564,860,942,3,23,10565,8189,"0",0,0,1
959,610,765,1280,1533,103,12,99999,916542,"1",0,1,0
586,441,444,864,1038,317,13,99999,10593,"0",0,0,1
944,686,773,1176,1407,7,44,52480,11967,"1",0,1,0
405,319,327,527,615,1,72,99999,19483,"0",0,1,0
1036,674,823,1290,1411,27,25,9105,3390,"0",0,0,1
586,473,480,730,783,163,13,99999,16930,"0",1,0,0
660,403,515,964,996,63,39,99999,74782,"0",0,0,1
1064,718,837,1458,1521,15,33,33060,15430,"0",0,0,1
795,604,671,990,1241,9,49,99999,1059,"0",1,0,0
1048,662,794,1305,1707,5,33,820,1937,"1",0,1,0
623,439,477,828,833,129,40,99999,3647,"0",0,0,1
1328,936,1017,1663,1953,7,50,59275,4081,"1",0,1,0
1144,732,918,1425,1655,7,9,14300,3994,"1",0,0,1
670,520,523,987,1187,57,16,99999,37244,"0",0,0,1
630,484,487,845,888,97,54,99999,24254,"0",0,0,1
1494,1071,1196,1861,2023,21,25,17405,5589,"1",0,0,1
816,533,633,1063,1206,13,17,99999,5089,"1",0,0,0
653,442,523,858,910,157,19,99999,18914,"1",0,1,0
558,419,471,822,825,69,21,99999,14348,"0",0,0,0
1328,936,1017,1663,1953,7,50,14875,17067,"1",0,0,1
679,548,564,860,942,3,23,25755,4097,"0",0,0,0
1074,639,846,1338,1515,11,33,79780,8785,"1",0,0,1
703,418,543,879,1121,49,1,99999,71109,"0",0,0,1
848,588,666,1116,1133,9,23,2865,5235,"0",0,0,1
899,587,701,1306,1368,59,55,99999,166426,"1",0,0,1
643,455,475,864,933,437,48,99999,7854,"0",0,1,0
639,469,472,796,1016,21,17,99999,34800,"1",0,0,1
794,559,670,1081,1150,27,23,77625,1030,"0",0,1,0
993,797,838,1306,1582,75,51,99999,21717,"1",0,0,1
922,743,748,1182,1232,13,23,47962,0,"1",0,0,1
673,438,534,841,1004,49,42,99999,280566,"0",0,0,1
607,409,449,756,811,143,31,99999,5406,"0",0,0,1
839,550,708,1045,1178,3,25,16180,6756,"1",0,0,1
847,504,672,1055,1132,15,23,49660,1643,"1",0,0,1
1107,894,920,1530,1926,181,51,99999,7058,"1",0,0,1
638,380,519,843,1035,89,21,99999,36910,"1",0,0,1
608,491,513,896,1077,61,45,99999,19220,"1",0,0,1
677,469,507,868,1069,3,29,99999,17291,"0",0,0,1
1494,1071,1196,1861,2023,23,25,60330,18133,"1",0,0,1
1033,710,825,1311,1671,5,4,99999,134421,"1",1,0,0
972,648,729,1185,1493,25,50,36175,1035,"1",0,0,1
600,462,465,884,887,25,38,99999,3536,"0",0,0,1
695,561,578,999,1077,43,8,99999,46824,"0",0,0,1
609,447,450,758,814,1,31,99999,31364,"0",0,0,1
953,567,711,1187,1329,15,9,21860,1749,"0",0,0,1
746,599,627,1015,1019,25,23,67238,48,"0",0,0,1
1144,732,918,1425,1655,3,9,44700,58241,"1",0,0,1
1025,610,828,1277,1518,27,25,77010,7277,"1",0,0,1
628,463,466,782,936,5,54,99999,24629,"1",0,0,1
620,422,523,914,1098,145,28,99999,27134,"0",0,1,0
805,642,679,1003,1226,5,50,64075,703,"0",0,1,0
847,504,672,1055,1132,15,23,1010,709,"0",0,0,1
643,519,542,801,1033,21,51,99999,6824,"0",0,1,0
999,733,738,1472,1617,91,8,99999,4436,"0",0,0,1
768,532,609,1005,1263,157,18,99999,172780,"1",0,0,1
628,491,498,925,1112,103,54,99999,16583,"0",0,1,0
993,729,734,1413,1418,1,33,67300,2966,"0",0,0,1
669,489,494,986,1185,65,46,99999,17022,"0",0,1,0
790,638,657,1158,1393,125,37,99999,88247,"0",0,0,1
581,411,490,817,1029,151,47,99999,22228,"1",0,0,1
648,386,479,807,1002,91,27,99999,20840,"1",0,0,1
1144,732,918,1425,1655,3,9,2060,18098,"1",1,0,0
643,428,541,801,859,11,27,99999,5269,"0",0,1,0
752,607,634,1014,1025,61,54,99999,96189,"1",0,1,0
733,527,618,1026,1298,121,51,99999,94392,"1",0,0,0
631,419,466,786,972,177,17,99999,47711,"0",1,0,0
833,571,660,1037,1205,19,23,55225,7840,"1",0,1,0
681,520,572,868,1053,29,23,14100,154,"0",0,0,1
581,412,432,788,810,159,47,99999,19166,"1",0,1,0
917,627,724,1245,1289,31,23,39195,2892,"0",0,0,1
848,588,666,1116,1133,9,23,5700,2686,"0",0,0,1
883,676,695,1180,1534,41,12,99999,16939,"1",0,0,1
634,412,469,790,922,153,20,99999,2519,"0",0,0,1
836,675,705,1059,1291,3,25,53050,847,"1",0,0,1
831,636,701,1120,1389,119,37,99999,919628,"1",1,0,0
643,455,500,801,933,17,48,99999,7165,"1",1,0,0
600,440,443,836,981,95,38,99999,2246,"0",0,0,1
1017,730,735,1208,1326,27,50,8275,936,"0",0,0,1
709,573,598,946,1134,7,33,16820,979,"0",0,0,1
1390,964,1060,2021,2462,73,6,99999,3095313,"1",0,0,1
924,724,767,1154,1322,11,33,76260,1366,"1",0,0,1
679,548,564,860,942,3,23,1710,1302,"0",0,0,1
599,481,491,869,872,93,1,99999,30776,"0",0,0,1
803,647,651,1161,1392,395,48,99999,16622,"1",0,0,0
643,463,542,853,859,21,42,99999,143679,"1",0,0,1
634,488,491,835,1079,39,39,99999,39037,"0",0,0,1
1030,790,802,1305,1548,5,9,53470,1709,"0",0,0,1
666,451,492,829,1180,39,19,99999,9286,"0",0,0,1
654,389,483,815,938,137,18,99999,28818,"1",0,0,1
741,481,551,1011,1148,201,17,99999,295266,"1",0,0,1
607,432,449,894,897,45,31,99999,9182,"1",0,0,1
643,519,528,948,1088,133,18,99999,37963,"0",0,1,0
836,675,705,1059,1291,3,25,71095,327,"1",0,0,1
658,391,497,893,1124,9,26,99999,23580,"0",0,0,1
1057,716,805,1353,1560,11,9,34250,40115,"0",0,1,0
600,485,506,884,887,5,38,99999,6660,"0",0,0,1
558,419,430,720,962,127,21,99999,15860,"0",0,0,1
1494,1071,1196,1861,2023,21,25,82315,10955,"1",0,0,1
725,499,536,903,969,45,35,99999,130044,"1",0,0,1
643,428,542,801,859,15,27,99999,25893,"0",0,0,1
679,548,564,860,942,3,23,65025,485,"0",1,0,0
967,694,715,1204,1713,195,2,99999,3815,"0",0,0,1
681,520,572,868,1053,29,23,12175,332,"1",0,0,1
737,459,568,988,1147,61,19,99999,93653,"1",0,0,1
722,558,562,954,1093,35,36,99999,55531,"0",0,1,0
1213,943,965,1523,1693,9,33,80500,911,"0",0,0,0
607,409,449,834,837,21,31,99999,6858,"0",0,0,1
604,399,446,879,882,163,29,99999,18516,"1",0,0,1
1469,874,1086,1946,1963,97,8,99999,17148,"0",0,0,0
1328,936,1017,1663,1953,13,50,29275,2067,"1",0,0,1
1494,1071,1196,1861,2023,21,25,30455,10791,"1",0,0,1
983,788,793,1247,1560,23,50,76525,1705,"0",0,0,0
708,520,523,882,1056,23,1,99999,13859,"0",0,0,1
709,573,598,883,1256,7,23,75980,528,"1",0,0,1
848,588,666,1116,1133,9,23,86655,516,"0",0,0,1
1064,718,837,1458,1521,15,33,21380,2357,"1",0,0,1
715,547,603,890,1144,9,50,30775,261,"0",1,0,0
1074,639,846,1338,1515,11,33,4500,21203,"1",0,0,1
638,484,487,850,958,131,5,99999,125744,"1",0,0,1
643,448,531,948,951,31,26,99999,26152,"0",1,0,0
891,559,719,1221,1360,49,29,99999,20743,"1",0,0,1
1328,936,1017,1663,1953,13,50,50650,803,"1",0,0,1
766,518,599,961,1024,11,23,30550,2381,"0",1,0,0
792,516,637,1056,1232,145,18,99999,44436,"1",0,0,1
767,456,619,1027,1200,49,53,99999,20920,"0",0,0,1
679,548,564,860,942,3,23,1220,238,"0",0,0,1
1494,1071,1196,1861,2023,21,25,14640,7542,"1",0,0,0
620,422,458,838,1056,115,28,99999,29957,"1",1,0,0
632,511,516,787,845,47,37,99999,58098,"0",0,0,1
744,536,619,1040,1155,125,5,99999,107118,"1",0,0,1
643,519,542,905,1139,53,30,99999,19687,"1",0,0,0
634,412,518,849,852,69,20,99999,6006,"0",0,0,1
632,464,467,787,845,17,37,99999,35190,"0",0,0,1
966,641,775,1404,1700,15,50,70525,4314,"0",0,1,0
643,419,496,894,943,75,18,99999,21253,"0",0,0,1
1144,732,918,1425,1655,13,9,69220,11444,"1",1,0,0
668,397,494,866,992,227,48,99999,35012,"1",0,0,1
643,455,498,948,951,457,48,99999,21766,"0",0,0,1
711,534,600,909,997,109,21,99999,13494,"0",0,0,1
1064,718,837,1458,1521,17,33,3460,8576,"1",0,0,1
928,640,766,1280,1426,25,55,99999,488073,"0",1,0,0
877,600,651,1175,1553,39,27,99999,20087,"1",0,0,1
586,434,436,864,866,71,13,99999,45498,"0",0,0,0
593,402,450,788,792,93,19,99999,7089,"0",0,0,1
746,599,627,1015,1019,25,23,68910,8589,"0",0,0,0
643,455,533,801,859,351,48,99999,14445,"1",0,0,1
1036,674,823,1290,1411,27,25,3740,5398,"1",0,0,1
863,520,728,1250,1501,93,26,99999,180967,"1",0,0,0
656,462,533,879,1007,81,39,99999,69709,"1",0,0,0
709,573,598,946,1134,7,33,2420,0,"0",0,0,1
1316,874,1055,1639,1818,9,9,46520,60868,"1",0,1,0
1213,943,965,1523,1693,9,33,2020,2076,"0",0,0,1
925,717,780,1283,1550,1,50,83800,419,"0",0,1,0
584,429,432,768,876,135,5,99999,17264,"1",0,1,0
1074,730,869,1421,1492,31,23,33665,4281,"1",0,0,1
1180,811,959,1739,2090,61,53,99999,713335,"1",0,0,1
1286,922,1016,1833,1839,5,25,56060,13383,"1",0,0,1
672,400,521,837,1190,41,35,99999,19846,"0",0,0,1
740,541,547,922,1226,33,46,99999,8216,"1",0,0,1
643,428,512,918,944,111,27,99999,57303,"0",0,0,1
586,387,433,730,783,299,13,99999,36312,"0",1,0,0
1234,825,920,1614,1695,1,25,12995,6125,"0",0,0,1
723,439,544,997,1099,79,20,99999,34684,"1",0,1,0
634,433,535,790,932,145,39,99999,79499,"0",0,0,1
604,359,446,760,831,201,29,99999,39191,"0",0,0,1
689,515,547,930,1204,17,23,71755,579,"0",0,0,1
643,428,506,948,1015,143,27,99999,15226,"0",0,1,0
816,533,633,1063,1206,71,29,99999,101492,"1",0,0,1
631,419,466,786,900,185,17,99999,11947,"0",0,0,1
1494,1071,1196,1861,2023,21,25,44105,28886,"1",0,0,1
599,382,443,766,977,47,1,99999,43820,"0",0,1,0
600,477,480,836,839,47,38,99999,1990,"0",0,0,1
816,531,688,1058,1445,27,25,28740,2990,"1",0,0,1
1357,807,1003,1690,1813,180,2,99999,9492,"0",0,1,0
766,518,599,961,1024,11,23,54560,6240,"0",0,0,1
922,743,748,1182,1232,13,23,35135,73,"0",0,0,1
720,428,595,897,962,93,27,99999,23300,"0",1,0,0
718,489,606,1026,1272,75,28,99999,80261,"0",0,0,0
916,708,773,1213,1474,117,13,99999,175511,"1",0,0,1
647,439,490,806,865,137,39,99999,34499,"0",0,0,1
773,624,629,1087,1369,133,37,99999,177772,"1",0,1,0
737,507,592,1020,1154,19,18,99999,110232,"1",1,0,0
639,422,539,942,1098,173,29,99999,10167,"0",0,0,0
607,409,449,785,818,59,31,99999,5890,"0",0,1,0
1109,750,864,1381,1627,17,25,71025,11292,"1",0,1,0
904,647,713,1126,1373,21,50,44125,1059,"0",0,0,1
607,409,512,894,897,15,31,99999,2099,"1",0,0,1
736,438,585,1085,1205,73,16,99999,11526,"1",0,0,1
709,573,598,946,1134,7,33,11220,0,"1",1,0,0
644,473,476,802,1020,117,22,99999,47168,"1",0,0,0
835,646,650,1151,1420,39,48,99999,313166,"1",0,0,0
643,455,542,948,1108,153,48,99999,6446,"1",0,0,0
643,448,489,852,994,109,26,99999,24029,"0",0,0,1
581,395,485,772,783,59,47,99999,68831,"0",0,0,1
924,616,739,1154,1314,15,25,31785,2180,"1",0,0,0
600,440,443,765,803,97,38,99999,8121,"0",1,0,0
643,469,475,801,859,85,30,99999,10425,"0",1,0,0
932,559,703,1333,1588,5,23,7170,5210,"1",0,0,1
1239,834,1045,1801,2187,37,24,99999,105151,"1",0,0,1
1050,681,834,1421,1723,453,48,99999,1024266,"1",0,0,1
927,678,732,1199,1461,11,25,79110,1496,"1",0,0,1
720,468,532,897,1047,189,20,99999,5724,"0",0,0,1
924,616,739,1154,1314,15,25,46330,28549,"1",0,0,1
607,409,449,769,893,123,31,99999,5042,"0",0,0,1
623,371,460,857,1103,97,40,99999,41259,"0",0,0,1
993,729,734,1413,1418,1,33,40180,15951,"0",0,0,1
643,469,482,923,1139,21,30,99999,8966,"0",0,0,1
948,613,721,1372,1533,73,53,99999,201140,"0",0,0,1
1159,782,888,1558,1809,11,33,49140,2409,"1",0,0,1
643,472,475,801,859,51,51,99999,15903,"0",0,0,1
1494,1071,1196,1861,2023,17,25,11525,4852,"0",0,0,1
665,474,513,886,1178,139,55,99999,166994,"1",0,0,1
655,464,484,909,950,205,48,99999,6062,"0",0,0,1
635,461,493,847,1047,61,1,99999,26790,"1",0,1,0
1001,639,801,1320,1575,13,33,37300,13451,"1",0,0,1
816,533,633,1063,1206,189,29,99999,998954,"1",0,0,1
740,475,547,957,1311,57,22,99999,96318,"1",0,0,1
845,580,661,1089,1129,71,42,99999,519445,"0",0,0,0
766,518,599,961,1024,11,23,46405,4104,"0",0,0,1
709,573,598,946,1134,7,33,25180,0,"0",0,0,1
643,455,475,821,1139,365,48,99999,23796,"0",0,0,1
679,548,564,860,942,3,23,11335,306,"0",0,0,1
606,460,511,783,937,41,49,99999,20802,"0",0,0,1
620,422,523,914,1098,161,28,99999,12678,"0",0,0,1
838,507,619,1203,1208,9,53,99999,71404,"0",0,1,0
1036,674,823,1290,1411,27,25,46925,15707,"1",0,0,1
839,550,708,1045,1178,3,25,56795,1475,"1",0,0,1
634,466,476,828,874,161,39,99999,28744,"0",0,0,0
666,448,562,932,1077,19,23,17950,1181,"1",0,0,1
715,547,603,890,1144,9,50,42475,208,"0",0,1,0
625,462,469,854,857,97,29,99999,117404,"1",1,0,0
1213,943,965,1523,1693,9,33,42820,0,"0",0,0,1
601,464,502,810,975,21,72,99999,208116,"1",0,0,1
1244,879,987,1814,2029,53,6,99999,415057,"1",0,0,1
904,647,713,1126,1373,21,50,71050,560,"0",0,1,0
910,679,684,1292,1296,187,51,99999,37575,"1",0,0,1
979,594,803,1219,1325,9,9,69640,19904,"0",0,0,1
944,686,773,1176,1407,1,44,9280,22954,"1",0,0,1
643,408,542,801,859,113,55,99999,16557,"0",0,0,1
643,383,542,890,1047,103,18,99999,36903,"0",0,0,0
1481,1196,1249,1904,2134,5,36,99999,1385108,"0",1,0,0
763,505,581,1047,1344,53,49,99999,138115,"1",1,0,0
825,591,621,1105,1109,55,26,99999,86986,"0",0,1,0
1144,732,918,1425,1655,3,9,5910,20486,"1",1,0,0
607,409,455,765,830,7,31,99999,690,"0",0,0,1
848,588,666,1116,1133,9,23,67300,1196,"0",0,0,1
774,492,628,1034,1162,105,47,99999,48556,"1",0,0,1
766,518,599,961,1024,11,23,82945,3474,"0",0,0,0
797,548,669,993,1144,121,22,99999,23788,"0",0,0,1
953,739,804,1278,1366,49,35,99999,144170,"0",0,0,0
996,641,796,1403,1656,59,27,99999,37816,"1",0,0,0
924,724,767,1154,1322,11,33,17780,1912,"1",0,0,1
586,430,433,733,783,305,13,99999,30099,"0",0,1,0
695,488,586,960,1049,21,13,99999,155547,"1",0,0,1
654,389,483,889,1021,161,29,99999,45156,"0",0,1,0
1494,1071,1196,1861,2023,23,25,52630,17837,"1",0,0,1
610,476,479,899,902,65,45,99999,10233,"0",0,0,1
1057,716,805,1353,1560,11,9,62150,4726,"1",0,0,1
681,520,572,868,1053,29,23,43640,518,"0",0,1,0
655,420,484,816,1064,11,20,99999,15173,"1",0,0,1
709,573,598,946,1134,7,33,13940,757,"0",0,0,1
558,419,436,695,946,65,21,99999,14672,"0",0,0,1
1074,730,869,1421,1492,5,23,28870,7761,"1",1,0,0
634,412,469,790,847,145,20,99999,6973,"1",0,0,1
953,567,711,1187,1329,15,9,75870,9458,"0",0,0,1
584,429,432,822,825,27,5,99999,24552,"0",0,0,1
643,455,524,823,933,435,48,99999,4128,"0",0,0,1
666,448,562,932,1077,19,23,37760,708,"0",0,0,1
891,559,719,1221,1360,209,20,99999,157505,"0",0,0,0
1264,870,979,1742,1748,9,15,99999,154834,"1",0,0,1
1115,784,905,1432,1795,11,34,99999,156898,"0",0,1,0
